subject_id,segment_id,label,timepoint,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15
1,0,0,63,0.4478,-0.2013,-0.2649,0.1436,-0.0234,0.1027,-0.0499,-0.1284,-0.0576,0.1177,0.2377,0.148,-0.2185,-0.0278,-0.3248,-0.1565
1,0,0,64,-0.1859,-0.4562,-0.3948,-0.3295,-0.1296,-0.2963,-0.3981,-0.5613,-0.4092,-0.2742,-0.0711,-0.08,0.0132,-0.1967,-0.3161,-0.3189
1,0,0,65,-0.369,-0.7545,-0.1241,-0.5191,-0.2752,-0.8387,-0.3498,-0.745,-0.3983,-0.7893,-0.1522,-0.3394,-0.1695,-0.3653,-0.6118,-0.3688
1,0,0,66,-0.4857,-1.0769,-0.9086,-0.7041,-0.8422,-0.8086,-0.5597,-0.771,-0.9439,-1.0718,-0.7265,-1.0245,-1.0123,-0.8107,-0.7589,-0.9097
1,0,0,67,-0.5639,-1.4064,-0.6644,-1.0629,-1.2424,-0.9369,-1.1483,-1.7193,-1.452,-1.029,-1.4478,-1.2413,-1.0683,-1.1831,-1.4009,-0.9641
1,0,0,68,-1.3272,-1.5754,-1.4493,-1.1701,-1.4763,-1.3866,-1.4199,-1.5978,-1.4354,-1.3993,-1.5189,-1.6444,-1.2326,-1.2791,-1.403,-1.474
1,0,0,69,-1.6178,-1.8396,-1.3302,-1.799,-1.5875,-1.6173,-1.6576,-1.738,-1.7568,-1.679,-1.8257,-1.6566,-1.7198,-2.0373,-1.3567,-1.3159
1,0,0,70,-1.9805,-1.9744,-1.8902,-2.0129,-2.0746,-2.1277,-2.1428,-1.8595,-2.2034,-1.8376,-2.306,-2.31,-1.9388,-2.2234,-2.1997,-2.0354
1,0,0,71,-2.216,-2.0315,-1.9995,-2.1343,-2.0246,-2.2696,-2.3977,-1.9894,-2.1532,-1.5981,-2.0773,-1.9936,-2.1148,-2.0358,-2.1975,-1.9898
1,0,0,72,-1.9637,-1.9481,-2.2333,-2.0339,-1.9489,-2.0262,-2.3092,-2.1268,-1.9651,-1.9847,-2.3449,-2.1033,-1.9121,-2.1351,-1.7105,-1.9983
1,0,0,73,-1.894,-2.1309,-1.8631,-1.7768,-1.7643,-1.6946,-1.8055,-1.9201,-2.2375,-1.6876,-1.8576,-2.3069,-1.7453,-1.9131,-1.9479,-1.9702
1,0,0,74,-1.4041,-1.219,-1.0973,-1.4988,-1.4688,-1.702,-1.3758,-1.47,-1.8058,-1.5239,-1.6324,-1.4484,-1.1603,-1.6867,-1.5554,-1.4393
1,0,0,75,-0.9067,-0.9465,-0.6417,-0.7788,-1.0119,-0.7728,-1.0198,-0.8674,-0.7947,-0.759,-0.8601,-0.4886,-0.8179,-0.9865,-0.7697,-0.8049
1,0,0,76,-0.6076,-0.2769,0.1863,-0.3874,-0.0329,-0.0247,-0.2241,-0.138,-0.0355,-0.425,-0.1397,-0.1152,0.1055,-0.0905,-0.1289,-0.3531
1,0,0,77,0.4945,1.0387,0.55,0.4297,0.7654,0.7038,0.8293,0.2728,0.8218,0.5795,0.6935,0.65,0.3208,0.6313,0.655,0.7114
1,0,0,78,1.3852,1.4171,1.7082,1.364,1.744,1.7867,1.4774,1.3464,1.3417,1.3233,1.1865,1.2019,1.3801,1.1888,1.1635,1.1337
1,0,0,79,1.9846,1.9376,1.7923,1.8998,1.3926,1.9232,1.7927,1.8914,1.7011,1.6695,1.9669,1.791,1.8248,1.7237,2.1118,1.7963
1,0,0,80,2.13,1.801,1.9038,2.2052,2.119,2.5293,1.9136,1.9945,2.3731,1.8633,2.2407,2.2133,1.9655,2.0453,1.9749,2.3748
1,0,0,81,2.2602,2.0044,2.2702,2.1364,2.3983,2.0748,2.0281,2.2334,2.3311,2.4368,1.8373,2.3337,2.5392,2.1089,2.1551,2.3106
1,0,0,82,2.2905,2.466,2.3759,2.3125,2.476,1.9741,2.1453,2.0256,1.8307,2.3186,2.1936,2.2169,1.6262,1.8735,1.968,1.9145
1,0,0,83,2.0871,2.0633,1.9584,1.8032,1.9721,2.1641,1.5794,1.8794,2.1629,2.117,2.013,2.0193,1.9232,1.7168,2.2831,2.3617
1,0,0,84,1.5269,1.7393,1.637,1.2151,1.8072,1.263,1.8123,1.7298,1.2997,1.6515,1.5245,1.3897,1.7272,1.6433,1.4968,1.5591
1,0,0,85,1.3419,1.0945,1.1782,1.2426,1.1714,1.1577,1.1599,1.0487,0.9194,0.9679,0.8713,1.1679,1.0636,1.0282,0.7346,0.9392
1,0,0,86,0.842,0.7717,0.4926,0.8537,0.9302,0.5597,0.9818,0.4428,0.7634,0.7161,0.9239,0.7046,0.4769,0.7051,0.7605,0.5438
1,0,0,87,0.5023,0.2087,0.0483,0.7949,0.1529,0.325,0.5052,0.3816,0.3364,0.2954,0.7913,0.5323,0.4585,0.3564,0.2126,0.548
1,0,0,88,0.309,0.1379,-0.36,0.0404,0.0664,-0.1054,0.0107,0.0339,0.2239,0.2821,-0.1215,-0.1443,0.1893,0.2071,0.2413,0.4567
1,0,0,89,-0.3091,-0.0632,-0.2586,0.0772,-0.1115,-0.4074,-0.3145,-0.0432,-0.1538,-0.2984,-0.3953,-0.2806,-0.1118,-0.4609,0.1402,-0.2227
1,0,0,90,-0.4915,-0.5642,-0.6644,-0.2533,-0.4748,-0.6082,-0.2301,-0.4383,-0.3842,-0.4564,-0.6894,-0.3492,-0.6154,-0.4331,-0.0275,-0.1781
1,0,0,91,-0.5869,-1.2558,-0.6346,-0.3271,-0.5038,-0.5379,-0.711,-0.7434,-0.5504,-0.9508,-0.4254,-1.0504,-0.4536,-0.643,-0.6299,-0.8935
1,0,0,92,-1.1533,-1.2444,-1.0954,-0.8031,-1.1965,-0.8683,-0.8608,-0.9645,-1.1362,-1.3098,-1.1103,-0.8506,-0.9536,-1.0937,-1.0851,-0.9294
1,0,0,93,-1.2065,-1.2352,-1.3545,-1.4782,-1.3327,-1.3907,-1.3119,-1.371,-1.527,-1.3492,-1.3986,-1.1593,-0.8604,-1.0037,-1.3325,-1.5981
1,0,0,94,-1.3229,-1.8131,-1.2814,-1.3337,-1.5033,-1.5767,-1.445,-1.7433,-1.7583,-1.6931,-1.8209,-1.8494,-1.6535,-1.8268,-1.5439,-2.0979
1,0,0,95,-1.8133,-1.8297,-1.7594,-1.8803,-1.5589,-1.5134,-2.1475,-1.9127,-1.4032,-1.48,-1.9243,-1.6797,-1.4979,-2.0442,-1.7823,-1.8642
1,0,0,96,-1.6988,-1.9842,-1.8836,-2.1129,-2.2116,-2.202,-2.0059,-1.8844,-2.2836,-2.3696,-2.0942,-2.3414,-1.8787,-2.234,-1.9772,-2.1491
1,0,0,97,-1.9929,-2.1652,-2.0315,-2.2861,-1.9024,-2.1097,-2.0676,-1.8055,-2.1755,-1.9765,-2.1182,-1.9859,-1.7765,-2.365,-2.1701,-1.9218
1,0,0,98,-1.8088,-2.1142,-1.8422,-1.8899,-1.9532,-1.9164,-1.6362,-2.0056,-1.6783,-1.9021,-2.2344,-1.9536,-1.9648,-1.8635,-2.128,-2.0021
1,0,0,99,-1.7416,-1.2586,-1.8024,-1.5209,-1.5243,-1.5541,-1.5573,-2.1041,-1.6819,-1.5468,-1.6538,-1.6266,-1.47,-1.6799,-1.6943,-1.7974
1,0,0,100,-0.9866,-1.2741,-0.8384,-1.1681,-0.7918,-1.0064,-0.9445,-1.1791,-1.2205,-1.2547,-0.9113,-0.8907,-1.0248,-1.3152,-1.2011,-0.6502
1,0,0,101,-0.5271,-0.4568,-0.1918,-0.6566,-0.6523,-0.5059,-0.2355,-0.2183,-0.5072,-0.3814,-0.5313,-0.508,-0.5771,-0.4735,-0.0466,-0.4187
1,0,0,102,0.3751,0.1711,0.3568,0.0962,0.2395,0.3155,0.2201,0.2022,0.6303,0.642,0.27,0.397,0.4949,0.857,0.8881,-0.0818
1,0,0,103,0.8651,0.7725,1.4003,1.0657,1.0751,0.9722,1.1391,1.0505,0.8539,1.4024,1.1175,1.2744,0.9539,0.6287,1.014,1.15
1,0,0,104,1.9348,1.5906,1.7108,1.7428,1.539,1.8693,1.7201,1.8449,1.6351,1.1464,1.3447,1.6665,2.0128,1.8416,1.8466,1.7957
1,0,0,105,1.8893,2.0945,2.0104,2.0904,1.8085,1.8666,2.1807,2.1929,1.9381,1.8603,1.9869,2.235,1.9414,2.1961,2.5246,1.8982
1,0,0,106,2.7854,2.558,2.2464,2.0125,2.2234,2.464,2.2459,2.2821,2.3536,1.9719,2.3298,2.3249,2.21,2.3307,2.5926,2.2922
1,0,0,107,2.4542,2.1334,2.6571,2.3269,2.1052,2.2741,2.381,2.4705,2.3127,1.9751,2.0907,2.2999,2.2096,2.2555,2.155,2.3708
1,0,0,108,2.4101,2.1733,1.9196,2.0614,2.079,2.0732,2.5152,1.9147,1.9656,2.1461,2.0068,2.2723,2.2462,2.1072,2.1549,2.0738
1,0,0,109,2.1713,1.8387,1.6803,1.8163,1.5228,1.5246,1.9321,1.8278,1.5485,1.5238,1.8529,1.7953,1.7706,1.7534,2.2899,1.8182
1,0,0,110,1.2481,1.5353,1.3855,1.3875,1.3886,1.2847,1.5313,1.4067,1.1554,1.516,1.1346,0.9235,1.2307,1.552,1.1624,1.5843
1,0,0,111,0.8267,0.8193,0.5751,0.9619,0.7095,0.5281,1.1286,0.8506,0.7564,0.7767,1.1538,0.9549,0.8124,0.5158,0.9459,0.7677
1,0,0,112,0.5889,0.6795,0.3209,0.5973,0.5451,0.1198,0.4267,0.4174,0.5455,0.3494,0.3318,-0.0282,0.5391,0.6973,0.5698,0.2208
1,0,0,113,-0.1925,0.0882,-0.068,-0.0607,0.1174,-0.1328,0.4242,-0.0416,0.1144,0.0394,0.4475,0.2856,0.6458,0.4922,-0.0362,0.3134
1,0,0,114,0.0541,-0.3254,-0.1253,-0.2409,0.3324,-0.1743,-0.3388,-0.3117,0.0914,-0.1942,-0.1767,-0.4259,-0.3653,-0.18,-0.342,-0.4347
1,0,0,115,-0.7152,-0.7154,-0.4328,-0.8719,-0.012,-0.5034,-0.3503,-0.1834,-0.2826,-0.1595,-0.6473,-0.1356,-0.5076,-0.495,-0.4412,-0.3475
1,0,0,116,-0.7274,-0.3739,-0.6267,-0.9348,-0.2287,-0.7697,-0.4255,-0.627,-0.8388,-0.6798,-0.7348,-0.3041,-0.7223,-0.4383,-0.3764,-0.707
1,0,0,117,-0.7836,-1.0914,-1.2033,-1.051,-0.8836,-0.9262,-0.9581,-0.8826,-0.6176,-0.5972,-0.8145,-1.1604,-0.9052,-0.7179,-0.8744,-1.1429
1,0,0,118,-1.4197,-1.1907,-1.3383,-1.2189,-1.1623,-1.3321,-1.1603,-1.2908,-1.3065,-1.1514,-1.3375,-1.143,-0.9287,-0.8536,-1.0592,-0.9193
1,0,0,119,-1.8308,-1.3767,-1.5008,-1.3924,-1.3862,-1.6059,-1.7047,-1.507,-1.2863,-1.5291,-1.5678,-1.7588,-1.2762,-1.3362,-1.7842,-1.758
1,0,0,120,-1.7521,-1.5093,-1.6506,-1.5424,-1.5704,-1.6188,-1.6473,-1.3085,-1.6224,-1.8943,-1.9892,-1.6358,-1.5858,-1.8401,-1.6181,-1.7982
1,0,0,121,-2.0024,-2.3805,-2.157,-1.9888,-1.8703,-1.9488,-1.929,-1.8236,-1.9869,-1.9111,-1.8077,-2.1379,-2.0164,-1.7351,-2.0121,-2.0705
1,0,0,122,-2.102,-2.3204,-2.1555,-2.2523,-1.6186,-1.6221,-1.9137,-2.3049,-1.9048,-2.3973,-1.9368,-1.9744,-2.1791,-2.0149,-2.0888,-1.8974
1,0,0,123,-2.2764,-2.0067,-2.2101,-2.23,-1.8801,-1.9586,-2.1118,-1.7378,-2.1024,-1.8206,-1.9131,-1.9115,-2.0702,-2.0271,-1.9871,-1.9021
1,0,0,124,-1.9466,-1.8682,-1.4586,-1.7214,-1.57,-1.3646,-1.7795,-1.8223,-1.7564,-1.5354,-1.5493,-1.59,-2.0259,-1.7313,-1.853,-2.0227
1,0,0,125,-1.6887,-1.2108,-0.9871,-1.6681,-1.2979,-1.3187,-1.4415,-1.4649,-1.12,-1.2938,-1.2364,-1.2662,-1.0465,-1.0862,-1.0032,-1.0804
1,0,0,126,-0.7268,-0.521,-0.2724,-0.689,-0.92,-0.886,-0.826,-0.41,-0.7353,-0.6395,-0.8343,-0.8071,-0.7769,-0.4705,-0.7099,-0.5082
1,0,0,127,-0.12,0.2381,0.213,-0.0371,0.3611,-0.4659,-0.3618,0.1641,-0.0841,-0.1605,0.1151,-0.0159,-0.3526,-0.3171,0.2898,0.0475
1,0,0,128,0.8197,0.657,0.6821,0.8665,1.0225,0.3136,0.766,0.8254,0.3834,0.8454,0.8385,1.0515,0.7386,0.4703,0.5592,0.752
1,0,0,129,0.9949,1.4096,1.3203,1.58,1.2193,1.3964,1.4754,1.0115,1.4484,1.2053,1.0969,1.6406,1.5152,1.4039,1.3652,1.6081
1,0,0,130,1.5866,1.9918,1.9579,1.7722,1.9508,2.0681,1.7783,1.6825,1.7754,1.7291,2.0346,2.0942,1.5201,2.0935,1.7836,2.1051
1,0,0,131,2.1466,2.2545,2.159,2.3442,2.3354,2.4202,2.1509,2.2157,2.0869,2.2674,2.1757,2.139,2.3529,2.644,1.9265,2.3415
1,0,0,132,2.0912,2.5968,2.5802,2.2319,2.624,2.3465,2.4594,2.4515,2.026,2.3893,2.2079,2.1624,2.2977,2.4763,2.471,2.4367
1,0,0,133,2.2987,2.3283,2.2488,2.3432,1.9377,2.1005,2.2412,1.997,2.3253,2.3927,2.5056,2.0842,2.1304,2.5081,2.3667,1.7937
1,0,0,134,1.9139,2.1013,1.9703,1.9317,1.8137,1.9948,1.743,1.7404,2.0783,1.9013,2.0483,2.3045,1.8563,1.743,2.1815,2.0054
1,0,0,135,1.2078,1.7058,1.5114,1.213,1.242,1.2577,1.4757,1.3298,1.597,1.5332,1.9047,1.3823,1.2357,1.3943,1.408,1.6638
1,0,0,136,0.9976,1.2028,1.5292,0.7488,0.8036,1.2376,0.6381,0.9681,1.0394,0.9392,1.2167,1.0093,0.9631,0.8527,1.1303,1.0969
1,0,0,137,0.8577,0.8624,0.8863,0.4566,0.8951,0.4257,0.4773,0.6925,0.5573,0.4314,0.6513,0.5548,0.9103,0.6984,0.3584,0.7253
1,0,0,138,0.2433,0.6997,0.2471,0.2178,-0.0539,0.0295,0.1622,0.2924,0.4903,-0.0347,-0.0745,0.1905,0.0711,0.0021,0.1934,0.1284
1,0,0,139,-0.0751,-0.3181,0.2636,0.087,-0.508,0.2258,-0.3467,-0.1715,-0.0048,-0.5276,0.3539,-0.192,-0.0073,-0.2662,-0.2692,-0.0195
1,0,0,140,-0.2253,-0.2823,-0.4374,-0.1104,-0.2597,-0.3406,-0.6594,-0.2024,-0.1298,-0.356,0.0421,-0.4785,-0.0549,-0.3696,-0.6207,-0.6276
1,0,0,141,-0.5964,-0.7973,-0.6758,-0.451,-0.494,-0.5897,-0.7557,-0.3481,-0.8917,-0.5564,-0.5779,-0.8808,-1.085,-0.238,-0.7573,-0.6263
1,0,0,142,-0.5927,-0.6179,-1.2208,-0.9235,-0.7974,-0.8073,-0.6108,-0.8742,-0.5978,-0.962,-0.9973,-0.9643,-0.6903,-0.7038,-0.6612,-0.8932
1,0,0,143,-1.0912,-1.2466,-0.9783,-1.3408,-1.2098,-1.0538,-1.2707,-0.7416,-0.7537,-0.8279,-0.836,-1.1962,-1.2405,-1.111,-1.1653,-1.3673
1,0,0,144,-1.1253,-1.6164,-1.4199,-1.2702,-1.136,-1.5638,-1.3559,-1.3997,-1.568,-1.0291,-1.4389,-1.6345,-1.5607,-1.2217,-1.3675,-0.9326
1,0,0,145,-2.3249,-1.7823,-1.7646,-1.3507,-1.3754,-1.2606,-1.2713,-1.5378,-1.6342,-1.7414,-1.2466,-1.2431,-1.588,-1.807,-1.2472,-1.5117
